lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear
12022,211,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0
12023,211,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0
12024,211,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0
12025,211,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0
12026,211,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0
12027,212,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12028,212,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12029,212,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12030,212,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,212,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12032,212,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12033,212,31,1,2,6,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
12034,212,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12035,212,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12036,212,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,212,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12038,212,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12039,212,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12040,212,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12041,212,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12042,212,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12043,212,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12044,212,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,212,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12046,212,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12047,212,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12048,212,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,212,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12050,212,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12051,212,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12052,212,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,212,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12054,212,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,212,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12056,212,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,212,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12058,212,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12059,212,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12060,212,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12061,212,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12062,212,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12063,212,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12064,212,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12065,212,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12066,212,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12067,212,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12068,212,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12069,212,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12070,212,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12071,212,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12072,212,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12073,212,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12074,212,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,212,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12076,212,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12077,212,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12078,212,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12079,212,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12080,212,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12081,212,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12082,212,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12083,212,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12084,213,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12085,213,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12086,213,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12087,213,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1
12088,213,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12089,213,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12090,213,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
12091,213,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12092,213,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12093,213,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12094,213,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12095,213,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12096,213,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12097,213,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12098,213,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12099,213,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12100,213,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12101,213,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12102,213,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12103,213,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12104,213,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12105,213,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12106,213,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12107,213,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12108,213,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12109,213,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12110,213,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12111,213,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12112,213,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12113,213,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12114,213,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12115,213,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12116,213,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12117,213,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12118,213,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12119,213,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12120,213,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12121,213,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12122,213,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12123,213,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12124,213,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12125,213,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12126,213,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12127,213,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12128,213,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12129,213,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12130,213,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12131,213,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12132,213,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12133,213,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12134,213,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12135,213,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12136,213,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12137,213,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12138,213,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12139,213,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12140,213,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12141,214,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12142,214,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12143,214,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12144,214,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,1
12145,214,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12146,214,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12147,214,31,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,8,2,3,1
12148,214,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12149,214,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12150,214,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12151,214,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12152,214,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12153,214,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12154,214,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12155,214,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12156,214,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12157,214,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12158,214,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12159,214,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,1
12160,214,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12161,214,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12162,214,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12163,214,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12164,214,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12165,214,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12166,214,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12167,214,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12168,214,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12169,214,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12170,214,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12171,214,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12172,214,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
12173,214,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12174,214,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12175,214,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12176,214,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0
12177,214,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12178,214,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12179,214,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12180,214,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12181,214,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12182,214,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12183,214,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12184,214,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12185,214,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12186,214,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12187,214,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12188,214,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12189,214,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12190,214,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0
12191,214,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12192,214,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12193,214,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12194,214,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12195,214,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12196,214,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12197,214,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
12198,215,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12199,215,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12200,215,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12201,215,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12202,215,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12203,215,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12204,215,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12205,215,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12206,215,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12207,215,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12208,215,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12209,215,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12210,215,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12211,215,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12212,215,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12213,215,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12214,215,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12215,215,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12216,215,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12217,215,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12218,215,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12219,215,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12220,215,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12221,215,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12222,215,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12223,215,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12224,215,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12225,215,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12226,215,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12227,215,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12228,215,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12229,215,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12230,215,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12231,215,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12232,215,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12233,215,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12234,215,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12235,215,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12236,215,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12237,215,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12238,215,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12239,215,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12240,215,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12241,215,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12242,215,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12243,215,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12244,215,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12245,215,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12246,215,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12247,215,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12248,215,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12249,215,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12250,215,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12251,215,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12252,215,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12253,215,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12254,215,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12255,216,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12256,216,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12257,216,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12258,216,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,1
12259,216,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12260,216,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12261,216,31,1,2,6,0,2,0,1,1,0,0,1,0,0,0,0,0,8,5,4,2
12262,216,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12263,216,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12264,216,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12265,216,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12266,216,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12267,216,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12268,216,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12269,216,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12270,216,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12271,216,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12272,216,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12273,216,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12274,216,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12275,216,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12276,216,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12277,216,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12278,216,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12279,216,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12280,216,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12281,216,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12282,216,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12283,216,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12284,216,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12285,216,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12286,216,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12287,216,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12288,216,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12289,216,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12290,216,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1
12291,216,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12292,216,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12293,216,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12294,216,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12295,216,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12296,216,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12297,216,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12298,216,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12299,216,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12300,216,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12301,216,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12302,216,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12303,216,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12304,216,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12305,216,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12306,216,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12307,216,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12308,216,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12309,216,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12310,216,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12311,216,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
12312,217,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12313,217,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12314,217,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
