lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear,goldThisYear,silverThisYear,bronzeThisYear
12540,220,31,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12541,220,31,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12542,220,31,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12543,220,31,1,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,0,0,0
12544,220,31,1,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12545,220,31,1,1,5,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,0,0,0
12546,220,31,1,2,6,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,1,1,0,0,0
12547,220,31,1,3,7,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12548,220,31,0,4,8,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12549,220,31,1,5,10,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12550,220,31,1,5,11,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12551,220,31,1,9,15,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12552,220,31,1,9,16,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12553,220,31,1,10,17,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12554,220,31,1,11,18,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12555,220,31,1,12,19,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12556,220,31,1,12,20,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12557,220,31,1,12,21,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12558,220,31,1,12,22,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12559,220,31,1,12,23,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12560,220,31,0,13,24,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12561,220,31,0,13,25,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12562,220,31,0,13,26,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12563,220,31,0,13,27,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12564,220,31,0,13,28,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12565,220,31,1,14,29,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12566,220,31,1,15,30,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12567,220,31,1,16,31,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12568,220,31,1,17,32,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12569,220,31,1,18,33,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12570,220,31,0,19,34,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12571,220,31,0,19,35,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12572,220,31,1,19,36,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12573,220,31,1,20,37,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12574,220,31,1,20,37,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12575,220,31,1,22,39,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12576,220,31,1,24,41,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12577,220,31,1,25,42,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12578,220,31,1,29,46,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12579,220,31,1,29,47,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12580,220,31,1,30,48,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12581,220,31,1,30,49,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12582,220,31,1,31,50,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12583,220,31,1,32,51,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12584,220,31,1,33,52,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12585,220,31,1,34,53,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12586,220,31,1,35,54,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12587,220,31,1,36,55,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12588,220,31,1,37,56,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12589,220,31,1,38,57,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12590,220,31,1,39,58,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12591,220,31,1,40,59,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12592,220,31,1,42,61,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12593,220,31,1,42,62,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12594,220,31,1,44,64,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12595,220,31,1,45,65,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12596,220,31,1,45,66,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12597,221,31,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12598,221,31,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12599,221,31,1,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12600,221,31,1,0,3,0,0,0,0,0,0,0,0,0,4,2,2,1,4,2,2,1,0,0,0
12601,221,31,1,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12602,221,31,1,1,5,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12603,221,31,1,2,6,0,0,0,0,0,0,0,0,0,4,1,2,0,4,1,2,0,0,0,0
12604,221,31,1,3,7,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12605,221,31,0,4,8,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12606,221,31,1,5,10,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12607,221,31,1,5,11,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12608,221,31,1,9,15,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12609,221,31,1,9,16,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12610,221,31,1,10,17,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12611,221,31,1,11,18,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12612,221,31,1,12,19,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12613,221,31,1,12,20,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12614,221,31,1,12,21,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12615,221,31,1,12,22,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12616,221,31,1,12,23,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12617,221,31,0,13,24,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12618,221,31,0,13,25,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12619,221,31,0,13,26,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12620,221,31,0,13,27,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12621,221,31,0,13,28,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12622,221,31,1,14,29,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12623,221,31,1,15,30,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12624,221,31,1,16,31,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12625,221,31,1,17,32,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12626,221,31,1,18,33,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12627,221,31,0,19,34,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12628,221,31,0,19,35,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12629,221,31,1,19,36,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12630,221,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12631,221,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12632,221,31,1,22,39,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12633,221,31,1,24,41,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12634,221,31,1,25,42,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12635,221,31,1,29,46,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12636,221,31,1,29,47,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12637,221,31,1,30,48,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12638,221,31,1,30,49,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12639,221,31,1,31,50,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12640,221,31,1,32,51,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12641,221,31,1,33,52,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12642,221,31,1,34,53,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12643,221,31,1,35,54,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12644,221,31,1,36,55,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12645,221,31,1,37,56,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12646,221,31,1,38,57,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12647,221,31,1,39,58,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12648,221,31,1,40,59,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12649,221,31,1,42,61,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12650,221,31,1,42,62,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12651,221,31,1,44,64,0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,2,1,0,0,0
12652,221,31,1,45,65,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12653,221,31,1,45,66,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12654,222,31,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12655,222,31,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12656,222,31,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12657,222,31,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12658,222,31,1,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12659,222,31,1,1,5,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12660,222,31,1,2,6,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,0,0,0
12661,222,31,1,3,7,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12662,222,31,0,4,8,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12663,222,31,1,5,10,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12664,222,31,1,5,11,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12665,222,31,1,9,15,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12666,222,31,1,9,16,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12667,222,31,1,10,17,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12668,222,31,1,11,18,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12669,222,31,1,12,19,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12670,222,31,1,12,20,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12671,222,31,1,12,21,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12672,222,31,1,12,22,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12673,222,31,1,12,23,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12674,222,31,0,13,24,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12675,222,31,0,13,25,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12676,222,31,0,13,26,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12677,222,31,0,13,27,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12678,222,31,0,13,28,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12679,222,31,1,14,29,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12680,222,31,1,15,30,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12681,222,31,1,16,31,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12682,222,31,1,17,32,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12683,222,31,1,18,33,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12684,222,31,0,19,34,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12685,222,31,0,19,35,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
12686,222,31,1,19,36,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12687,222,31,1,20,37,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12688,222,31,1,20,37,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12689,222,31,1,22,39,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,1,1,0,0,0
12690,222,31,1,24,41,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12691,222,31,1,25,42,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12692,222,31,1,29,46,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12693,222,31,1,29,47,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12694,222,31,1,30,48,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12695,222,31,1,30,49,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12696,222,31,1,31,50,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12697,222,31,1,32,51,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12698,222,31,1,33,52,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12699,222,31,1,34,53,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12700,222,31,1,35,54,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12701,222,31,1,36,55,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12702,222,31,1,37,56,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12703,222,31,1,38,57,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12704,222,31,1,39,58,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12705,222,31,1,40,59,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12706,222,31,1,42,61,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12707,222,31,1,42,62,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12708,222,31,1,44,64,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,0,0,0
12709,222,31,1,45,65,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12710,222,31,1,45,66,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
12711,223,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12712,223,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12713,223,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12714,223,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12715,223,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12716,223,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12717,223,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718,223,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12719,223,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12720,223,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12721,223,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12722,223,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12723,223,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12724,223,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12725,223,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12726,223,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12727,223,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12728,223,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12729,223,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12730,223,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12731,223,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12732,223,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12733,223,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12734,223,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12735,223,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12736,223,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12737,223,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12738,223,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12739,223,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12740,223,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12741,223,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12742,223,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12743,223,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12744,223,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12745,223,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12746,223,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12747,223,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12748,223,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12749,223,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12750,223,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12751,223,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,223,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12753,223,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12754,223,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12755,223,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12756,223,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12757,223,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12758,223,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12759,223,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12760,223,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12761,223,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12762,223,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12763,223,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12764,223,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,223,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12766,223,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12767,223,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12768,224,31,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12769,224,31,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12770,224,31,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12771,224,31,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12772,224,31,1,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12773,224,31,1,1,5,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12774,224,31,1,2,6,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,0,0,0
12775,224,31,1,3,7,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12776,224,31,0,4,8,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12777,224,31,1,5,10,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12778,224,31,1,5,11,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12779,224,31,1,9,15,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12780,224,31,1,9,16,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12781,224,31,1,10,17,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12782,224,31,1,11,18,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12783,224,31,1,12,19,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12784,224,31,1,12,20,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12785,224,31,1,12,21,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12786,224,31,1,12,22,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12787,224,31,1,12,23,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12788,224,31,0,13,24,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12789,224,31,0,13,25,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12790,224,31,0,13,26,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12791,224,31,0,13,27,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12792,224,31,0,13,28,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12793,224,31,1,14,29,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12794,224,31,1,15,30,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12795,224,31,1,16,31,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12796,224,31,1,17,32,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12797,224,31,1,18,33,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12798,224,31,0,19,34,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12799,224,31,0,19,35,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
